"number","title","pageid","namespace","length","touched"
"2691","Ted_Cassidy","978107","","23742","20210506174513"
"2692","Phyllis_Hyman","978583","","18778","20210422235154"
"2693","Paige_O'Hara","980504","","14812","20210414071027"
"2694","William_Pierson","981227","","4206","20210501205009"
"2695","Alexis_Smith","981787","","24181","20210422033026"
"2696","Dooley_Wilson","982081","","14327","20210505190843"
"2697","O._L._Duke","982316","","2772","20210421082355"
"2698","Jordana_Brewster","983010","","31244","20210419114246"
"2699","Marcia_Strassman","983751","","14583","20210506210756"
"2700","Barbara_Billingsley","983771","","27317","20210510003427"
"2701","Maggie_McOmie","984026","","2069","20210410053144"
"2702","Lyda_Roberti","984982","","8208","20210414064530"
"2703","James_Michael_Tyler","986945","","6173","20210409083459"
"2704","Claudia_Wells","987194","","8648","20210510161643"
"2705","Clancy_Brown","987343","","46157","20210508002557"
"2706","Colleen_Moore","988033","","35628","20210322205422"
"2707","Dana_Delany","988720","","70836","20210416192729"
"2708","Emilie_de_Ravin","988994","","21430","20210503144858"
"2709","Teresa_Graves","989161","","8158","20210430211514"
"2710","Joshua_Malina","989573","","19855","20210427222456"
"2711","Peter_Sarsgaard","989692","","62045","20210425151305"
"2712","Bobby_Troup","989955","","20127","20210422005807"
"2713","Jenny_Lewis","990631","","34189","20210511221250"
"2714","Anthony_Mann","990711","","17565","20210408142934"
"2715","Kevin_James","991709","","27082","20210425095959"
"2716","Leah_Remini","991720","","39595","20210430090930"
"2717","Victor_Williams","991723","","8055","20210226171234"
"2718","Sally_Kellerman","994021","","54500","20210405042640"
"2719","Crystal_Bernard","994198","","13048","20210426213359"
"2720","Beau_Bridges","994409","","35727","20210502015053"
"2721","Travis_Barker","994552","","60598","20210512175301"
"2722","Milburn_Stone","995271","","22080","20210507131825"
"2723","Mark_Lenard","995312","","11423","20210502024613"
"2724","Herk_Harvey","997147","","16478","20210409083104"
"2725","Matt_Besser","997346","","11096","20210322133014"
"2726","Rita_Rudner","997365","","11163","20210417181440"
"2727","Phyllis_Kirk","997847","","11088","20210117222453"
"2728","Robert_Ryan","997953","","40295","20210414084322"
"2729","Russell_Wong","998422","","15071","20210428202055"
"2730","Viola_Dana","998507","","18492","20210501021739"
"2731","Eleanor_Boardman","998517","","8985","20210322205448"
"2732","Dolores_Costello","998585","","14835","20210415211249"
"2733","Peter_Mayhew","999975","","24857","20210501010724"
"2734","Christopher_Bernau","1000050","","4019","20210226152117"
"2735","Virginia_Mayo","1001319","","21740","20210121215856"
"2736","Clayton_Moore","1001614","","17707","20210303112116"
"2737","Jennifer_Syme","1002152","","6487","20210329094241"
"2738","Kyle_Secor","1002302","","11643","20210420003742"
"2739","Frances_Bavier","1002510","","13396","20210331002446"
"2740","Trisha_Yearwood","1004059","","71476","20210512171623"
"2741","Helen_Shipman","1004161","","6086","20201203060937"
"2742","Jennifer_Ehle","1005587","","24762","20210418152233"
"2743","Patsy_Garrett","1006290","","7568","20210127185258"
"2744","Meyer_Dolinsky","1006462","","4547","20210205015951"
"2745","Russ_Columbo","1006900","","13265","20210414085310"
"2746","Edward_Pawley","1007003","","12588","20210112081719"
"2747","Carlotta_Monti","1007013","","2175","20210124061232"
"2748","Lee_Meriwether","1007192","","28632","20210424010403"
"2749","Brittany_Snow","1007928","","28206","20210511234139"
"2750","Joan_Hackett","1008007","","12914","20210414072538"
"2751","Alejandro_Rey","1008050","","14435","20210509204036"
"2752","Anthony_Rapp","1008352","","36868","20210502180642"
"2753","Gerald_Anthony","1009271","","5238","20210201043609"
"2754","Ellen_Muth","1009453","","13273","20210325114642"
"2755","Cheryl_Hines","1009768","","20531","20210422045514"
"2756","Larry_Linville","1011117","","18770","20210511235247"
"2757","Mary-Margaret_Humes","1011364","","10715","20210407015747"
"2758","Obi_Ndefo","1011486","","2017","20210411152859"
"2759","Sasha_Alexander","1011573","","15950","20210417222219"
"2760","Leann_Hunley","1011622","","7740","20210407020322"
"2761","Kerr_Smith","1011653","","9884","20210321221505"
"2762","Elisabeth_Röhm","1012149","","15753","20210414073333"
"2763","Amanda_Plummer","1012870","","21483","20210430193401"
"2764","Julie_London","1013175","","28462","20210507215250"
"2765","Donna_Douglas","1013495","","25655","20210506145840"
"2766","Tracee_Ellis_Ross","1014986","","35618","20210415234249"
"2767","Larry_Haines","1015012","","8157","20210218003746"
"2768","Jackie_Moran","1015781","","9233","20201222120421"
"2769","Hope_Davis","1015877","","17746","20210216205628"
"2770","Bob_Crosby","1016686","","14194","20210505133936"
"2771","Ross_Alexander","1016813","","9208","20210422235322"
"2772","Mary_Wickes","1017034","","29512","20210508232326"
"2773","Stacey_Q","1017319","","19662","20210504125312"
"2774","Felicity_Huffman","1018235","","52829","20210506010134"
"2775","Tom_London","1018748","","41588","20210511061748"
"2776","Bess_Flowers","1018754","","15672","20210325100644"
"2777","Marla_Gibbs","1019698","","22414","20210425023506"
"2778","Kam_Fong_Chun","1020256","","6703","20210312191651"
"2779","Nancy_Marchand","1020746","","13644","20210512182053"
"2780","Amanda_Seyfried","1020882","","66686","20210509145645"
"2781","Debbie_Allen","1020922","","33507","20210508225511"
"2782","Aldo_Ray","1021051","","41767","20210414090937"
"2783","Sam_Jaffe","1021136","","13462","20210319104049"
"2784","Will_Jordan","1021215","","7340","20210509233926"
"2785","Julie_Pinson","1022089","","3737","20200905192834"
"2786","Mary_Lynn_Rajskub","1022158","","23194","20210421190030"
"2787","Kelly_Bishop","1022350","","12127","20210209195816"
"2788","Melissa_McCarthy","1022352","","45721","20210505053637"
"2789","Gilbert_Lani_Kauhi","1022793","","4976","20200920022943"
"2790","Richard_Denning","1022830","","19746","20210507002743"
"2791","Fred_Ward","1023073","","18445","20210417184040"
"2792","Gary_Lockwood","1023592","","14177","20210409122103"
"2793","Helen_Gallagher","1023797","","13802","20210405200302"
"2794","Jack_Wagner_(announcer)","1024375","","2975","20210420023330"
"2795","Johnny_Mack_Brown","1025168","","26184","20210103023916"
"2796","Ruth_Buzzi","1025220","","27917","20210430170602"
"2797","Cam_Clarke","1025228","","28462","20210507153016"
"2798","Jenna_von_Oÿ","1025499","","9463","20210509015056"
"2799","Scott_Caan","1026150","","14229","20210414074943"
"2800","Laura_La_Plante","1027112","","12216","20210106190237"
"2801","Alice_White","1027133","","12741","20210413012548"
"2802","Tina_Majorino","1027643","","14643","20210414072843"
"2803","Jeanne_Tripplehorn","1027645","","14438","20210419055410"
"2804","Lauren_Ambrose","1028078","","30272","20210506202247"
"2805","Gregory_Smith_(actor)","1028975","","16260","20210513021940"
"2806","Evan_Rachel_Wood","1030991","","63498","20210512174512"
"2807","Harold_Perrineau","1031357","","15649","20210507091449"
"2808","Jorge_Garcia","1031382","","17176","20210213174340"
"2809","Eva_Mendes","1031515","","42204","20210511155429"
"2810","Lord_Buckley","1031553","","18622","20210315205740"
"2811","Pamela_Des_Barres","1032951","","11862","20210416182414"
"2812","Louise_Shaffer","1033313","","12116","20201210035619"
"2813","Joanna_Kerns","1033948","","19891","20210509013200"
"2814","Andrew_Koenig","1033953","","14408","20210503062610"
"2815","Tisha_Campbell","1034267","","24240","20210428020344"
"2816","Kim_Coles","1034317","","11161","20210416032222"
"2817","Veronica_Taylor","1034455","","21903","20210512204502"
"2818","Norman_Fell","1034625","","24331","20210507095624"
"2819","Anton_Yelchin","1034732","","36173","20210511135142"
"2820","Golden_Brooks","1035199","","16619","20210105050939"
"2821","Thomas_Jane","1035511","","30304","20210414092656"
"2822","James_Avery","1035700","","26473","20210509031330"
"2823","Rory_Culkin","1036252","","9219","20210414082542"
"2824","Whit_Stillman","1036579","","37738","20210422022450"
"2825","Edith_Massey_(actress)","1036650","","9976","20210331064815"
"2826","Paula_Kelly_(actress)","1037321","","11586","20210426025911"
"2827","Tracy_Nelson_(actress)","1037555","","14985","20210430011326"
"2828","Bobby_Van","1038061","","13035","20210409080600"
"2829","Steve_Reeves","1038761","","25578","20210510004303"
"2830","Mike_Connors","1039090","","37766","20210412210733"
"2831","Sherilyn_Fenn","1039543","","58203","20210422141010"
"2832","Lisa_Ortiz","1040084","","8713","20210510013012"
"2833","Jack_Nance","1040461","","8985","20210420164152"
"2834","Catherine_E._Coulson","1040489","","8682","20210425032318"
"2835","Claudine_Longet","1040681","","32043","20210509141349"
"2836","Janel_Moloney","1041165","","11546","20210105220752"
"2837","Barry_Watson_(actor)","1041206","","11481","20210423071137"
"2838","Vanessa_Estelle_Williams","1042272","","15307","20210418122814"
"2839","Jim_Jordan_(actor)","1042348","","7535","20201205063843"
"2840","Annabeth_Gish","1043490","","18817","20210425074614"
"2841","Megan_Hollingshead","1043989","","12858","20210425235316"
"2842","Joyce_Jillson","1044425","","3689","20210406053212"
"2843","Kathleen_Noone","1044552","","14081","20210108235434"
"2844","Michael_Zaslow","1045589","","7206","20210420194918"
"2845","Bubba_Smith","1045799","","20228","20210509230511"
"2846","Bernard_Punsly","1045979","","4861","20201222053819"
"2847","Pam_Grier","1046324","","37126","20210429002937"
"2848","Sylvia_Sidney","1046971","","21360","20210417214014"
"2849","Florence_Rice","1047002","","7147","20210411234143"
"2850","Catherine_Taber","1048046","","25672","20210424084612"
"2851","Richard_Quine","1048151","","31538","20210410141222"
"2852","Betty_Lou_Holland","1048409","","6177","20210409080410"
"2853","Carey_Lowell","1049646","","11377","20210506034407"
"2854","Michael_Spilotro","1049719","","21052","20210420215941"
"2855","Curtis_Armstrong","1049878","","19998","20210424222739"
"2856","Arlene_Dahl","1050097","","21081","20210510224622"
"2857","William_Marshall_(bandleader)","1050234","","1795","20201220131013"
"2858","Geoffrey_Lewis_(actor)","1051545","","13440","20210430234444"
"2859","William_Russ","1051787","","16261","20210417192248"
"2860","Raymond_Bailey","1051978","","14393","20210502034713"
"2861","Jean_Vander_Pyl","1052796","","14803","20210327175905"
"2862","John_Howard_(American_actor)","1053527","","24463","20210502182707"
"2863","Henry_Roquemore","1053672","","4155","20210422182215"
"2864","Annie_Ross","1054210","","22098","20210426093856"
"2865","Shelley_Duvall","1055129","","33160","20210428101555"
"2866","Bret_Michaels","1055912","","45910","20210511044515"
"2867","Melvin_Franklin","1056173","","8729","20210420083051"
"2868","Wendy_Williams","1056193","","80922","20210511181019"
"2869","Kirk_Alyn","1056332","","13868","20210414093441"
"2870","Keenan_Wynn","1056595","","26428","20210510042109"
"2871","Ben_Gazzara","1057389","","24881","20210414085812"
"2872","Olga_Petrova","1058595","","8092","20210512013529"
"2873","Gina_Tognoni","1059477","","11950","20210422122313"
"2874","Susan_Sullivan","1060056","","13425","20210422043511"
"2875","Sam_Wood","1060727","","83389","20210508074653"
"2876","Dick_Haymes","1060842","","20658","20210419165621"
"2877","Norma_Talmadge","1060928","","28400","20210503190954"
"2878","Daryl_Sabara","1061132","","16144","20210510003707"
"2879","James_Marsden","1061378","","34327","20210511031910"
"2880","Iggie_Wolfington","1061497","","6638","20210328031722"
"2881","David_Clennon","1061583","","8397","20210312140801"
"2882","Bill_Irwin","1061831","","28517","20210511133051"
"2883","Virginia_Vestoff","1063096","","5574","20210114212524"
"2884","Penny_Fuller","1063808","","9524","20210401200330"
"2885","Betty_Furness","1064201","","15320","20210210190605"
"2886","Florence_Eldridge","1064337","","8402","20210206170658"
"2887","Elsie_Ferguson","1064920","","10626","20210101135357"
"2888","Marj_Dusay","1064992","","17231","20210313072125"
"2889","Anthony_Anderson","1065122","","38535","20210425131352"
"2890","Ana_Alicia","1065620","","14566","20210228091245"
"2891","Tony_Goldwyn","1065862","","22468","20210511005830"
"2892","Bert_Convy","1066136","","15837","20210407200157"
"2893","William_Marshall_(actor)","1066145","","11922","20210511204754"
"2894","Brian_Dennehy","1067318","","42574","20210419235316"
"2895","Ben_Lyon","1067819","","12924","20210503012732"
"2896","Gerald_McRaney","1068518","","24725","20210505231109"
"2897","Fred_Dryer","1068526","","23157","20210513040247"
"2898","James_Gregory_(actor)","1068581","","12104","20210408021819"
"2899","Vincent_Pastore","1068714","","18393","20210502135549"
"2900","William_Demarest","1068923","","21653","20210503171817"
"2901","Charles_Bickford","1069442","","20479","20210509071000"
"2902","Michael_Gough_(voice_actor)","1069841","","19290","20210509204111"
"2903","Will_Estes","1071107","","15195","20210511013803"
"2904","Arthur_Hughes_(American_actor)","1071495","","2282","20201209192812"
"2905","Barbara_La_Marr","1072980","","28624","20210414063936"
"2906","Eddie_Carmel","1073838","","18878","20210409061521"
"2907","Tom_Verica","1074816","","12679","20210506132115"
"2908","Frank_Silva","1075097","","4858","20210413203148"
"2909","Chris_Lemmon","1078352","","7040","20210408211916"
"2910","Mitch_Pileggi","1078887","","17725","20210425223244"
"2911","Marcia_Cross","1078888","","12631","20210428214646"
"2912","Melinda_McGraw","1078918","","13876","20210428095626"
"2913","Bruce_Cabot","1079482","","15832","20210411224727"
"2914","Adrienne_Ames","1079506","","10323","20210427234959"
"2915","Warner_Oland","1079922","","17140","20210507030815"
"2916","Alla_Nazimova","1080008","","30172","20210412154411"
"2917","Al_Shean","1080569","","7647","20210223015802"
"2918","Stafford_Repp","1081263","","9301","20210216083306"
"2919","Ernie_Reyes_Jr.","1082385","","14983","20210508203258"
"2920","Blanchard_Ryan","1083880","","5053","20210101071946"
"2921","Josh_Holloway","1084395","","14892","20210501023621"
"2922","Daniel_Dae_Kim","1084470","","28747","20210511205915"
"2923","Ian_Somerhalder","1084540","","27104","20210414065621"
"2924","Naveen_Andrews","1084633","","11379","20210412062949"
"2925","Yunjin_Kim","1084663","","13200","20210426033354"
"2926","Mathew_St._Patrick","1085042","","7674","20210421161626"
"2927","Nikki_Cox","1085956","","10898","20210512220710"
"2928","J._K._Simmons","1086198","","32595","20210512232756"
"2929","Eric_Balfour","1086615","","13723","20210321232640"
"2930","Dustin_Nguyen","1086831","","17040","20210428031027"
"2931","James_McCaffrey_(actor)","1086975","","11238","20210410161621"
"2932","Jasmine_Guy","1087330","","23144","20210502125256"
"2933","King_Kong_Bundy","1087501","","33893","20210510213047"
"2934","Rita_Wilson","1088740","","50699","20210422042422"
"2935","Steve_Blum","1088867","","120012","20210511164608"
"2936","Lane_Smith","1089160","","16219","20210503124342"
"2937","Severn_Darden","1089532","","14851","20210415170127"
"2938","Garrett_Wang","1090217","","11734","20210402181551"
"2939","Amy_Wright","1090323","","6439","20210117053653"
"2940","Richard_Thorpe","1090635","","12127","20210421171857"
"2941","Alexandra_Bokyun_Chun","1091000","","3544","20210503224302"
"2942","Jane_Wagner","1092385","","12570","20210423044711"
"2943","G._W._Bailey","1092844","","9348","20210306165731"
"2944","Aidan_Quinn","1092898","","24027","20210414084200"
"2945","Moira_Kelly","1092940","","11915","20210427054234"
"2946","Sammy_Davis_Sr.","1093167","","3842","20210301222601"
"2947","Julius_Harris","1093464","","9801","20210511163656"
"2948","Curly_Howard","1093948","","35971","20210408010321"
"2949","Tony_Todd","1094334","","25218","20210511152456"
"2950","Grey_DeLisle","1094567","","13772","20210413212345"
"2951","Walter_Tetley","1094569","","10844","20210419044025"
"2952","Patricia_Tallman","1095190","","12566","20210224000059"
"2953","Erin_Cahill","1095247","","14512","20210428205114"
"2954","Robert_Keith_(actor)","1095673","","7142","20210502163758"
"2955","Harry_Richman","1096017","","7268","20210502231818"
"2956","Kim_Walker_(actress)","1097171","","3642","20210322044658"
"2957","John_Zacherle","1097253","","21082","20210510202336"
"2958","Carolyn_McCormick","1097306","","10776","20210325100649"
"2959","Mabel_King","1097324","","11691","20210417012937"
"2960","Lizzy_Caplan","1098243","","25852","20210428173929"
"2961","Junior_Durkin","1098579","","5083","20210328001647"
"2962","Dorothy_Dell","1098704","","8628","20210301233505"
"2963","Henry_Thomas","1101461","","11992","20210429092254"
"2964","George_Newbern","1102228","","16782","20210507210159"
"2965","Rex_Allen","1102391","","14754","20210128182653"
"2966","Robert_Merrill","1104595","","19243","20210502174646"
"2967","Jon_Polito","1104910","","30468","20210512085202"
"2968","Anita_Louise","1104916","","14773","20201215184939"
"2969","Lona_Andre","1105013","","9057","20201114121824"
"2970","Beth_Ostrosky_Stern","1106026","","11584","20210309080342"
"2971","Morgan_Brittany","1106778","","12749","20210224043450"
"2972","Bobby_Sherman","1107034","","11560","20210423175307"
"2973","Paula_Marshall","1107202","","12842","20210205033348"
"2974","S._Epatha_Merkerson","1107537","","19634","20210508222650"
"2975","Lucille_Bremer","1108087","","8788","20210225185621"
"2976","Jean_Acker","1111265","","20626","20210301214353"
"2977","Neil_Hamilton_(actor)","1111532","","16425","20210421010323"
"2978","Madge_Blake","1111596","","10624","20210509232425"
"2979","Kevin_Peter_Hall","1113247","","9902","20210507154404"
"2980","Robert_Swenson","1113265","","5752","20210129020837"
"2981","Hugh_Brannum","1113426","","8030","20210108211942"
"2982","Freddie_Bartholomew","1115025","","26675","20210503020612"
"2983","Kristin_Chenoweth","1115791","","107025","20210506171733"
"2984","Katherine_Dunham","1116555","","51984","20210327171616"
"2985","Emmy_Rossum","1116998","","51916","20210506023830"
"2986","Alex_Henteloff","1117118","","3608","20210414065026"
"2987","Hal_March","1120019","","7674","20210316154736"
"2988","Vaughn_Meader","1121130","","17163","20210124103717"
"2989","Bill_Daily","1124876","","16334","20210509081308"
"2990","Peggy_Ryan","1127664","","7366","20210301235944"
"2991","Joely_Fisher","1128303","","15917","20210424040338"
"2992","Robert_Morse","1128323","","22696","20210428162110"
"2993","Taye_Diggs","1128955","","27177","20210426011712"
"2994","Alison_Eastwood","1131098","","7842","20210511010312"
"2995","Wayne_Allwine","1131104","","14451","20210507210440"
"2996","Virginia_Weidler","1131656","","13380","20210414065001"
"2997","Daran_Norris","1132029","","26256","20210504000616"
"2998","Alicia_Minshew","1133589","","11525","20210414073011"
"2999","Darlene_Conley","1134140","","5835","20210414065822"
"3000","Khigh_Dhiegh","1134419","","5099","20210323083407"
"3001","Peter_Scolari","1135197","","16096","20210317135730"
"3002","Patricia_Wettig","1135923","","15071","20201229053139"
"3003","Joe_DeRita","1136256","","15193","20210418155535"
"3004","Kevin_Nealon","1136608","","23044","20210430011645"
"3005","Jeff_Chandler","1136916","","53304","20210512133412"
"3006","Rick_Yune","1137989","","10991","20210120155002"
"3007","Andrea_Leeds","1138821","","9792","20210426152304"
"3008","Oscar_Polk","1140118","","4220","20200920022143"
"3009","Warren_Oates","1140322","","28779","20210425193444"
"3010","Van_Johnson","1140408","","37410","20210414075729"
"3011","Iris_Adrian","1141212","","16909","20210508173655"
"3012","Lynn-Holly_Johnson","1141283","","9928","20210313142123"
"3013","Leila_Hyams","1141298","","10141","20210419092630"
"3014","Laurence_Naismith","1141387","","11814","20210123065624"
"3015","Donald_Jones_(actor)","1142151","","4758","20210330194357"
"3016","Gloria_Hendry","1142203","","9598","20210416171600"
"3017","William_Katt","1142286","","8635","20210407223152"
"3018","Matthew_McGrory","1142831","","6653","20210422183614"
"3019","Antonio_Fargas","1144608","","7385","20210426031303"
"3020","Colin_Hanks","1146123","","21503","20210414091803"
"3021","Kitty_Kelly","1146795","","6336","20210325181614"
"3022","John_Spencer_(actor)","1147293","","14531","20210511220919"
"3023","Chris_Carmack","1147517","","17975","20210513033323"
"3024","Richard_Schiff","1147716","","28356","20210413044510"
"3025","Mako_(actor)","1147864","","30128","20210428230015"
"3026","Lesley_Ann_Warren","1147893","","27333","20210509011356"
"3027","Catherine_Keener","1147948","","28269","20210425032114"
"3028","Josh_Lucas","1147964","","22296","20210411220647"
"3029","Dennis_Haskins","1148455","","11718","20210425124131"
"3030","Bonita_Granville","1148873","","16462","20210412134917"
"3031","Cathy_Downs","1148910","","8611","20210322205817"
"3032","Virginia_Fox","1149254","","5670","20210512163029"
"3033","Edna_May_Oliver","1149330","","25650","20210416013935"
"3034","Rachel_Dratch","1149561","","22845","20210511035316"
"3035","Brace_Beemer","1149626","","7558","20201016121108"
"3036","Joy_Page","1150250","","4831","20210416205815"
"3037","Christopher_Meloni","1151359","","27823","20210508221017"
"3038","Sarah_Silverman","1152227","","64474","20210505215520"
"3039","Linnea_Quigley","1152357","","12646","20210221182138"
"3040","McLean_Stevenson","1152384","","19628","20210507171507"
"3041","Gilbert_Emery","1155483","","8891","20210129215215"
"3042","Allen_\"Farina\"_Hoskins","1155507","","36393","20210301000951"
"3043","Stymie_Beard","1155660","","11734","20210430034552"
"3044","Kristine_Sutherland","1156084","","5708","20210422051030"
"3045","Rick_Rude","1156120","","41909","20210502115045"
"3046","Pauly_Shore","1157014","","12693","20210319163731"
"3047","Madlyn_Rhue","1157983","","8631","20210307200625"
"3048","Susanna_Hoffs","1158906","","27883","20210421201708"
"3049","Feodor_Chaliapin_Jr.","1159682","","9751","20210303080018"
"3050","Donna_D'Errico","1160029","","8717","20210401043255"
"3051","Beulah_Bondi","1160050","","13752","20210510015327"
"3052","Karen_Duffy","1161164","","9299","20210513030237"
"3053","Chris_Noth","1161307","","76201","20210509221321"
"3054","Audra_Lindley","1161356","","7755","20210416182932"
"3055","Paget_Brewster","1162511","","19604","20210422101129"
"3056","Pernell_Roberts","1163502","","34347","20210417175551"
"3057","Fayard_Nicholas","1164336","","7090","20210508192741"
"3058","Virginia_Dale","1164474","","5727","20210421033431"
"3059","Frank_O'Connor_(actor)","1165329","","13632","20210129205347"
"3060","Nipsey_Russell","1165709","","13541","20210503191219"
"3061","Charles_Busch","1165716","","33934","20210412135417"
"3062","Chuck_Traynor","1165780","","6129","20210424075101"
"3063","Victor_Sen_Yung","1166379","","23098","20210505224932"
"3064","Millard_Mitchell","1167372","","6688","20201220204951"
"3065","Gary_Merrill","1167400","","11197","20210501205018"
"3066","Peter_Hermann_(actor)","1168802","","13502","20210417021346"
"3067","Gene_Pollar","1168902","","3090","20201016152922"
"3068","Henry_Gibson","1169423","","25445","20210502054857"
"3069","Ona_Munson","1169577","","18450","20210123110530"
"3070","The_Doll_Family","1170558","","9911","20210414000530"
"3071","Dack_Rambo","1170973","","8098","20210319154030"
"3072","Elissa_Landi","1171145","","9792","20210306224338"
"3073","David_Manners","1171213","","20416","20210319015250"
"3074","Helen_Chandler","1171685","","8892","20210103215221"
"3075","Bijou_Phillips","1173384","","28428","20210411191622"
"3076","Henry_Armetta","1175766","","12167","20210513021448"
"3077","Estelle_Taylor","1176054","","44499","20210301221303"
"3078","Tammy_Grimes","1178552","","19869","20210320060310"
"3079","Dayton_Allen","1180067","","6963","20201221034434"
"3080","Logan_Lerman","1181010","","62240","20210409062149"
"3081","Alan_Rosenberg","1181078","","8997","20210408001114"
"3082","Dominique_Swain","1182519","","15047","20210429092259"
"3083","J._Carrol_Naish","1182775","","22672","20210430180958"
"3084","John_Dall","1184354","","26705","20210417190647"
"3085","Adam_McKay","1184588","","33537","20210512044556"
"3086","Brice_Beckham","1186130","","5323","20210224193453"
"3087","James_Rebhorn","1186182","","21393","20210417002724"
"3088","Steve_Zahn","1186287","","19972","20210503130121"
"3089","Cathryn_Damon","1186480","","9069","20210511235332"
"3090","A_Martinez","1189411","","10255","20210326164500"
"3091","Lecy_Goranson","1190047","","11363","20210507122208"
"3092","Sommore","1190220","","12786","20210419000754"
"3093","Jon_Cryer","1191972","","38862","20210425091006"
"3094","Daisy_Earles","1192159","","7438","20210408224119"
"3095","Radames_Pera","1193334","","6492","20200724072725"
"3096","Scott_Glenn","1195302","","17897","20210328063147"
"3097","Steve_Barton","1195949","","9460","20210410032540"
"3098","Candy_Candido","1198078","","6447","20210501165909"
"3099","George_Hearn","1198142","","13793","20210426111228"
"3100","Jack_Scalia","1198766","","18877","20210418191554"
"3101","Russell_Doughten","1201163","","10774","20210217013500"
"3102","Tuesday_Weld","1201745","","31302","20210414062310"
"3103","Will_Forte","1203461","","47538","20210511072310"
"3104","John_Hart_(actor)","1203840","","16186","20210303034915"
"3105","Orlando_Jones","1204490","","17691","20210512042522"
"3106","William_Henry_(actor)","1205398","","11613","20210218005405"
"3107","Jonathan_Tucker","1205622","","19506","20210504124106"
"3108","Billie_\"Buckwheat\"_Thomas","1205771","","14637","20210505222800"
"3109","Donna_McKechnie","1205991","","15840","20210331173658"
"3110","Katharine_Cornell","1207868","","79481","20210506202331"
"3111","Dan_O'Bannon","1208155","","14454","20210401150433"
"3112","Gower_Champion","1208901","","12282","20201220173434"
"3113","Katie_Leigh","1210571","","6865","20210426003225"
"3114","Alfred_Sandor","1211539","","3759","20200521193901"
"3115","Billy_Halop","1211567","","12843","20210414152648"
"3116","Treat_Williams","1211673","","22606","20210417191940"
"3117","Audra_McDonald","1211928","","75572","20210506170938"
"3118","Sutton_Foster","1212502","","56738","20210512235715"
"3119","William_Castle","1212903","","29013","20210104235808"
"3120","Heather_Donahue","1213122","","11448","20210328135741"
"3121","Joshua_Leonard","1213130","","14722","20210401210427"
"3122","Charlie_Adler","1214406","","36133","20210501131042"
"3123","Gloria_Reuben","1215582","","21392","20210508200848"
"3124","Stephen_Shortridge","1216351","","4847","20210420103122"
"3125","Jacqueline_Obradors","1220703","","7215","20210422074031"
"3126","Eddie_Deezen","1220940","","23276","20210512041127"
"3127","Megan_Ward","1222707","","11026","20210418203743"
"3128","June_Haver","1222909","","15573","20210316155258"
"3129","Mischa_Auer","1223900","","18588","20210424000448"
"3130","Stuart_Erwin","1223982","","12099","20210504134718"
"3131","Akim_Tamiroff","1224126","","24986","20210215072454"
"3132","John_Cullum","1224520","","21099","20210415235126"
"3133","John_Drew_Barrymore","1224736","","15907","20210405125240"
"3134","Mary_Kornman","1224896","","9882","20210315035537"
"3135","Norman_Chaney","1224901","","7358","20201110051350"
"3136","Dickie_Moore_(actor)","1224912","","17050","20210428172634"
"3137","Eugene_Gordon_Lee","1224922","","5916","20210419183802"
"3138","Jackie_Condon","1224928","","3827","20210313235348"
"3139","Joe_Cobb","1224938","","4945","20210430031002"
"3140","Sunshine_Sammy_Morrison","1224951","","8468","20210109060105"
"3141","Mickey_Daniels","1224962","","12047","20210219214741"
"3142","George_Jessel_(actor)","1225110","","17817","20210502174935"
"3143","Rob_Corddry","1225322","","24362","20210502090925"
"3144","Joi_Lansing","1225701","","17403","20210331113846"
"3145","Jaime_Lyn_Bauer","1226104","","3467","20210325181607"
"3146","Gretchen_Cryer","1226823","","6059","20210411162708"
"3147","Scotty_Beckett","1226894","","18861","20210502134854"
"3148","Jack_Davis_(actor)","1226905","","3213","20200624043341"
"3149","Eugene_Jackson","1226932","","10153","20210414150700"
"3150","Jay_R._Smith","1226950","","5342","20210330165614"
"3151","Jean_Darling","1226954","","6511","20210426064035"
"3152","Harry_Spear","1226959","","3765","20210131222141"
"3153","Bobby_Hutchins","1227215","","7349","20210505062220"
"3154","Mary_Ann_Jackson","1227227","","5724","20190927102859"
"3155","Johnny_Downs","1227244","","11498","20210125235050"
"3156","Donald_Haines","1227259","","8778","20210405215336"
"3157","Dorothy_DeBorba","1227268","","6727","20210414073820"
"3158","Jerry_Tucker_(actor)","1227279","","7573","20210430002056"
"3159","Tommy_Bond","1227295","","12353","20210315170716"
"3160","Kendall_McComas","1227312","","3570","20210107061102"
"3161","Wally_Albright","1227330","","8511","20210119003943"
"3162","Jackie_Lynn_Taylor","1227340","","4672","20201205042910"
"3163","Leonard_Kibrick","1227349","","5823","20210313162005"
"3164","Sidney_Kibrick","1227378","","6722","20210512013508"
"3165","Mitzi_Kapture","1228448","","5924","20210426003919"
"3166","William_Hopper","1229437","","37121","20210324130758"
"3167","Jason_London","1229948","","9085","20210220185545"
"3168","Larry_Kert","1230761","","13028","20210426045100"
"3169","Dick_Van_Patten","1231727","","24312","20210417210539"
"3170","Judy_Kuhn","1231981","","41654","20210414001027"
"3171","Dean_Reed","1232544","","19625","20210508224609"
"3172","Robert_Q._Lewis","1233758","","15848","20210506091306"
"3173","Bill_Scott_(voice_actor)","1234193","","7243","20210413063054"
"3174","Griffin_Dunne","1235329","","17793","20210418083252"
"3175","Andy_Samuel","1235781","","2740","20210414121503"
